"AnnualIncome","CreditScore","Experience","LoanDuration","NumberOfDependents","MonthlyDebtPayments","CreditCardUtilizationRate","NumberOfOpenCreditLines","NumberOfCreditInquiries","DebtToIncomeRatio","PaymentHistory","LengthOfCreditHistory","SavingsAccountBalance","CheckingAccountBalance","TotalAssets","TotalLiabilities","UtilityBillsPaymentHistory","JobTenure","InterestRate","MonthlyLoanPayment","TotalDebtToIncomeRatio","LoanApproved","EmploymentStatus_Self-Employed","EmploymentStatus_Unemployed","EducationLevel_Associate","EducationLevel_High School","EducationLevel_Master","EducationLevel_Other","MaritalStatus_Divorced","MaritalStatus_Other","MaritalStatus_Single","HomeOwnershipStatus_Other","HomeOwnershipStatus_Own","HomeOwnershipStatus_Rent","LoanPurpose_Auto","LoanPurpose_Debt Consolidation","LoanPurpose_Education","LoanPurpose_Other"
54539,575,11,96,0,311,0.618092821680257,3,2,0.130366951894305,22,20,12300,440,138126,3995,0.80544142160759,3,0.259231685688372,420.480326153795,0.160944716878666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
45187,587,17,36,3,442,0.366211855126362,4,0,0.316335388392173,24,11,5091,513,55663,12443,0.680262124707355,4,0.234804226554445,665.797090359753,0.294190034397438,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
62428,616,39,48,3,712,0.429535526574869,1,0,0.416376685025928,22,18,6130,942,132854,34920,0.79932922569214,5,0.243314284121201,818.879220791699,0.294267806905561,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
69634,536,15,36,2,589,0.149705279501154,2,2,0.263099423967184,22,16,1274,2742,122780,31825,0.60699288614898,8,0.247573789407916,1513.84858936615,0.36238307539986,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
51764,614,0,96,0,298,0.280197612268461,3,1,0.0797722256358196,31,27,7736,665,11459,14490,0.746037804062015,5,0.232305141950804,339.662216452519,0.147823711410058,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31084,586,21,24,5,282,0.201988398049534,1,3,0.540768839833531,24,16,1524,1040,43015,46731,0.651436589236898,5,0.194116436953015,1007.16654632647,0.497683649334631,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
64738,525,15,24,2,895,0.245355831194417,3,1,0.26416390739661,24,13,2944,3793,71961,30893,0.580185378070189,3,0.24629245789361,1110.09151013862,0.371668851704771,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
51405,604,23,72,1,641,0.0882598331649621,4,0,0.10343774775001,23,13,3976,2451,94707,15123,0.839890196506813,5,0.228235172146068,596.728441064034,0.288935731792013,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
61993,615,26,36,3,591,0.252403979204429,7,1,0.0983971483716724,23,23,4725,377,69981,44026,0.974970511318861,5,0.226083582419871,1789.71540582637,0.460835656766351,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
58728,611,18,96,1,447,0.265249451346822,3,1,0.688926849980762,19,25,387,1188,168021,11953,0.923024759386551,6,0.276939668601399,850.53262546596,0.265127222203915,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
82121,654,32,60,0,204,0.379341374174498,6,2,0.466221989782345,20,17,1868,247,11535,14537,0.932092770557936,4,0.179772571195982,398.051116414446,0.0879752243271922,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
122346,527,10,60,3,423,0.138360865956423,3,0,0.0441240416729561,21,22,4179,876,34131,20672,0.900749521010681,5,0.29267285650381,1016.19944179749,0.141160261075719,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36468,633,30,60,2,309,0.0668074283637238,0,1,0.583278547330559,22,13,1278,721,27147,21118,0.67322653224541,4,0.21094466669446,775.084028006691,0.356723931558635,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
37502,530,27,60,1,319,0.0552833651147342,1,0,0.528436628610264,31,5,3947,707,22461,18114,0.867372494776684,6,0.257598015781489,402.815219959556,0.230968552064281,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
27811,579,40,48,1,438,0.419013404077054,2,0,0.342157442449417,27,20,1435,1816,117381,79116,0.738516748434605,3,0.211776141168376,430.820326261973,0.374882022046804,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41115,562,13,48,1,427,0.164556174359538,3,1,0.398626690012561,23,28,7492,995,62027,4483,0.698285680959621,6,0.242799064140284,589.654628200523,0.296725174228537,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
47138,588,12,36,4,283,0.184952114598915,2,0,0.405043155915646,23,24,2201,2569,26974,60821,0.748453504699478,4,0.19448430119761,875.458226863867,0.294910660663719,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
93800,571,0,36,4,530,0.419175977490911,1,0,0.416573645375711,28,16,3028,632,26755,10713,0.829968612694256,4,0.177120826604597,390.652160172424,0.11778066014999,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18081,496,13,48,0,212,0.267049053079931,0,1,0.105378404359428,14,23,1073,190,65378,15553,0.776654709813693,6,0.286154287537343,779.548621378391,0.658071094327786,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
81695,590,26,72,0,246,0.0814381826703692,4,1,0.243977502448617,20,21,6790,1378,99549,22963,0.811437436773963,2,0.218476311240775,422.503563915773,0.0981950274434087,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
22068,605,1,72,4,739,0.374737319529873,4,0,0.0403744876155006,27,4,2640,52,53055,50874,0.905859798340064,4,0.206887569841348,415.986192130607,0.628051219211858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59956,585,0,36,2,271,0.46144974260546,3,0,0.449491675835936,32,28,1139,173,82856,29183,0.82972767548693,6,0.261798510348373,1319.26502707668,0.318286415453335,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
67592,660,24,12,1,377,0.1460853018386,4,2,0.610264042318232,26,15,4559,1036,62582,21890,0.761786964537054,4,0.149316250085725,1092.4570299106,0.26088123385796,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
46134,579,16,48,0,415,0.359491893376702,3,1,0.29551166577966,21,26,2161,1175,39105,15255,0.773876100186286,2,0.230951437286472,840.729650935826,0.326630160212206,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
45778,557,14,48,2,592,0.364021084559874,2,1,0.44279713396625,21,6,3021,1764,57688,3737,0.696644972358427,4,0.215466333228658,470.001060464938,0.278387276105973,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
51933,569,30,48,0,317,0.306141073642272,5,1,0.466261387915609,27,11,5562,216,87933,38146,0.846423625894445,6,0.223154968599119,532.152148033059,0.196210998332404,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
37730,641,29,60,1,418,0.295513282330636,3,1,0.202679644729834,24,13,1318,115,131639,1038,0.953484449549535,4,0.187171112958386,231.885795214173,0.206695720714818,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
36163,589,3,24,0,456,0.597481625448921,2,2,0.40091367872837,19,14,5006,2230,8947,18438,0.805575342438326,3,0.174474348485608,806.934760553098,0.419080749015214,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35627,547,17,96,0,316,0.220636831258292,1,2,0.349276259501528,27,4,6644,120,30063,5149,0.879335326900423,2,0.314167186133795,642.814860611625,0.322951085618758,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24718,506,23,60,3,406,0.160651444913872,0,2,0.657765049351369,26,23,885,112,110470,13071,0.632417202206305,6,0.288663814710493,952.919893232952,0.659723226749552,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
69507,588,25,60,0,291,0.341739653799068,3,0,0.275866089417953,32,2,6096,1433,21954,25937,0.818449174485539,6,0.240798282267203,1115.89216563562,0.24289216895604,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30453,579,20,60,2,275,0.0927602696473109,4,2,0.184374118560777,34,27,5830,154,87769,89494,0.653469337782238,7,0.257275848300034,409.288178814145,0.269643652374799,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
75455,660,35,72,0,306,0.564126961861454,7,4,0.320824109405665,19,15,1028,349,32939,23946,0.76969393663589,6,0.180125533832568,678.537591221473,0.156576119470647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39561,610,10,60,3,333,0.399963311181607,3,2,0.0559209733437933,18,12,7456,849,118909,40510,0.608997008233893,0,0.238016778144839,710.822815362723,0.316621768518305,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25132,466,7,60,0,342,0.47107896082374,1,0,0.248184476511461,24,9,3187,1607,56442,25692,0.947748779494107,9,0.294394093730591,486.294560682918,0.395493185110418,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
16965,568,0,48,2,262,0.45826892049711,1,1,0.261193739653357,29,13,3521,216,166122,33043,0.798556328269417,4,0.246273523901089,675.236691752207,0.662943725377335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112870,652,32,60,0,497,0.409566954317592,3,2,0.161043189725978,21,6,4182,2595,31091,14824,0.614697231152802,6,0.227491448228548,1270.59203862644,0.187925086059337,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
35126,599,6,60,1,613,0.571693974698453,4,0,0.0371212033080654,25,26,2732,2765,27159,20411,0.875359111343458,9,0.193665920684721,708.96336683833,0.451618755396571,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
61224,633,25,96,1,421,0.344566528537733,1,0,0.103428557517644,25,8,754,1201,67734,51826,0.780825864179531,4,0.230825779202102,402.336896681858,0.161375322752226,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35012,653,20,48,3,169,0.105164641603731,4,0,0.256510913378923,17,24,2427,1691,102661,11288,0.853543882976953,3,0.178474734750217,322.629776285369,0.168501008666298,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
46453,452,6,72,3,372,0.213596567127746,1,2,0.53856744638707,15,26,8533,1612,37388,26211,0.853221103992835,6,0.299660525374537,636.178046992505,0.260438218498484,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
37818,469,9,96,2,443,0.210996380704134,1,2,0.0204420786820392,22,2,3123,789,137258,19290,0.78221258354996,5,0.314177146346899,481.54443906073,0.293366472810005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,613,12,72,1,312,0.183718793276336,3,0,0.181414848492801,33,25,5587,328,17707,78159,0.747499084230356,4,0.222010975832691,506.553611124392,0.654842888899514,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61560,572,17,60,1,219,0.393966047990484,5,1,0.0512310189322656,27,21,1407,870,19891,30130,0.658042612016785,5,0.220087881573502,629.852747436687,0.165468371820017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
59608,618,23,48,1,225,0.281640726146861,4,0,0.397473993544808,32,20,6129,2237,44883,34544,0.81660172183585,9,0.197985928321927,294.377207598869,0.104558557428305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39284,590,31,96,0,296,0.563773001163755,1,1,0.549495528245863,21,9,7937,1331,41544,40695,0.914879695119769,5,0.26813047587009,1044.07015627868,0.409348382938198,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
54635,609,19,60,1,647,0.385807317172143,2,4,0.353345185345022,22,3,2142,257,61930,43425,0.920388438804278,5,0.219258472663586,307.425806675284,0.209629535647541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41563,621,17,36,1,228,0.404992072778592,0,1,0.375958788108364,24,7,4886,995,108884,33454,0.832464112878798,5,0.191386646830085,463.520945095041,0.199654773263251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91539,606,40,60,0,924,0.116829397580165,4,2,0.339658484485089,20,20,3286,402,25817,9005,0.713898191227841,7,0.2619276,489.080004137397,0.185243011717943,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
26742,570,1,72,3,805,0.121707005067598,1,0,0.353499435633917,19,16,11979,3602,153944,39304,0.806990714085965,3,0.273287588656937,982.638599207415,0.802171235901914,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22275,493,0,72,1,352,0.512503574386859,3,2,0.231381741958346,19,10,1921,1956,77922,14028,0.712381982733426,3,0.261820520394809,172.559225866655,0.282590828749713,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
90137,604,24,60,1,338,0.455759628953063,3,2,0.636903078604626,25,15,741,435,34103,25135,0.771376291383546,6,0.228211149627167,403.87432836715,0.0987662329610015,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
74685,587,20,48,2,473,0.337562800738718,2,2,0.133474490520715,30,17,8020,1409,59544,44762,0.740437467648337,6,0.241144319659729,505.068237654455,0.15715095202321,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51979,615,20,60,1,736,0.293224326862428,5,2,0.425573223537601,32,24,3739,2197,32232,29308,0.83013007693099,4,0.209958814396546,674.355452487765,0.325598134436083,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
26358,510,18,60,2,460,0.0472340928904656,6,1,0.452787048495596,26,16,1316,1195,49946,61617,0.774684163595013,0,0.241709497107836,1046.81407362119,0.686006862563712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31117,563,0,84,2,289,0.368742760279846,4,2,0.641809014714445,19,21,1026,169,73406,24099,0.912441548012147,3,0.264042671660803,693.632133705848,0.378943522976835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59364,593,2,24,1,519,0.33376949759887,3,1,0.17614313374834,17,27,9324,1690,74460,82008,0.859625433621766,6,0.168318933014946,1070.50344207005,0.321306537713776,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
19061,611,22,84,2,212,0.14470112830612,4,1,0.197573336838573,19,21,2878,2133,67019,5746,0.699211144816976,1,0.212355858938222,362.959259100001,0.361970049273386,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
23382,508,2,48,4,798,0.41674860586075,5,1,0.575473738268025,26,15,2899,717,88377,17725,0.933492803096911,6,0.230819762887635,383.134749213661,0.606176417353688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
110155,566,13,84,2,262,0.201508649615777,1,0,0.133408029919909,13,20,1574,286,52720,22610,0.611545535212799,7,0.238675802484161,451.684069978385,0.0777468915595353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33274,539,18,36,0,647,0.347183997961751,7,2,0.359675345905485,24,21,1623,571,75351,37285,0.843282410175349,8,0.224433793366492,637.007050645388,0.463066797131233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
63516,607,40,84,1,368,0.327124245874505,3,0,0.353301173150706,24,4,1158,2555,31322,9948,0.694041315525346,3,0.283068084294005,1361.25043933136,0.326705165186353,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
64130,475,21,72,1,334,0.537595781475824,3,1,0.063686141918349,21,3,12131,2469,95301,5754,0.907012846100595,4,0.307856252368346,828.963577483372,0.217613643065655,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
15000,597,0,36,0,543,0.232256226361409,3,1,0.181345130081038,29,8,689,1065,10977,43556,0.837339704859229,3,0.177202728415307,402.760730046447,0.756608584037157,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
36388,586,21,48,0,411,0.112239697211108,1,2,0.554401171571885,23,1,1615,287,15725,6576,0.914656308684038,6,0.199209464586835,324.212334669131,0.242457623832845,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
20071,609,33,36,2,323,0.70804580074502,4,2,0.512521786230491,21,3,6227,536,52420,20636,0.889561821320818,4,0.203141743357156,359.316771197436,0.407941869083216,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
95101,576,15,24,0,382,0.0847810484799838,3,1,0.534515212873878,24,1,7015,2452,123018,49601,0.617231263991913,3,0.1720128,1387.88554467478,0.223327057928911,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32941,532,22,60,1,413,0.23382384712406,4,2,0.0946134760785935,24,16,6135,152,17939,4517,0.806986157724999,1,0.239685836644466,403.186262199456,0.297326588336525,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
33764,517,28,36,0,220,0.249969031142273,3,1,0.567134953810913,23,7,3880,393,28936,2409,0.688468282060814,1,0.241436444168074,1413.68418800626,0.580624637367468,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
86672,584,22,72,2,661,0.517142220177521,2,2,0.506932087114772,21,23,2962,842,142701,15482,0.519848755330756,4,0.214585521199937,345.643246569856,0.139372795814545,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43310,566,10,96,3,820,0.310435678708289,3,2,0.408188888625247,19,13,1318,2107,33745,10308,0.761075716510493,1,0.30581868546542,1063.62343904603,0.521899821485856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15000,553,29,72,0,477,0.484605043063588,3,0,0.349326816345428,31,1,3735,84,9227,35356,0.953047496972196,7,0.25484895250153,385.899541253355,0.690319633002684,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
37470,587,11,60,1,480,0.0152192329014166,2,2,0.199616621166204,18,25,5190,721,26039,25087,0.633371379664175,9,0.212841527861267,276.1076439778,0.24214816460458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66057,519,13,48,3,637,0.259561886428869,1,1,0.333916754348704,27,6,2943,1772,88028,13923,0.94838087702392,6,0.319642948747329,1276.8390891995,0.347670482619465,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
53054,690,48,96,2,691,0.536618404278618,2,1,0.63251224647578,17,25,7081,1349,14586,3713,0.757477150283295,6,0.210498058657129,281.826950398948,0.220038515565035,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
63648,625,11,72,0,292,0.33323260550597,3,0,0.17503165217362,25,28,1347,390,36980,47090,0.82439367356203,7,0.217962203197691,425.615403301048,0.135297021738508,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000,594,0,96,0,470,0.224417946159826,6,2,0.215415335728019,23,27,3440,2779,131037,43164,0.865891133367355,6,0.278137023983189,402.218229253782,0.697774583403025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41621,523,11,36,1,312,0.353643833034601,3,0,0.335661002107613,20,22,1856,307,74365,55539,0.61460674886316,2,0.226708872018331,423.035975865099,0.21192262824971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33190,491,13,36,1,350,0.375558468622132,3,1,0.367921952897273,21,22,3468,2495,123232,47503,0.821014892992554,2,0.252432127965618,971.087262974969,0.477645289415475,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
75073,506,11,36,2,310,0.197046222018183,5,3,0.101984011994697,18,11,11710,327,58718,54262,0.629483112875161,4,0.272860394807328,687.378829246953,0.159425438585955,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
57709,555,9,48,3,85,0.101034211485686,5,0,0.196176776079762,24,24,889,427,38068,40320,0.795165720282851,4,0.264713376908595,351.588345279672,0.0907841089493157,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58442,549,27,24,1,311,0.440207766783174,1,0,0.463095809280516,21,3,830,4009,15298,12800,0.94781471679224,4,0.21662558704768,1378.99502922827,0.347009690817208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57450,614,17,36,0,693,0.464552654756992,2,1,0.394407491401214,16,27,3295,2117,47102,11279,0.786321030806594,1,0.209503862360645,640.57026961001,0.278552536733161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36782,589,7,36,2,155,0.202730416303891,2,0,0.412113550120043,22,13,4648,3051,158052,42576,0.887421099569339,1,0.193555966620038,551.067420097709,0.230352048316364,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
69618,568,15,72,3,243,0.492582307951371,5,0,0.384764761491926,19,9,3445,1645,81263,81296,0.751880216992036,4,0.2116512,826.780736253432,0.184397265578459,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
98354,560,18,48,0,279,0.16008965077618,4,0,0.441067428154353,19,19,1725,3145,57096,85803,0.950364977354681,5,0.24108775891577,717.257516853975,0.12155164205063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47701,632,18,48,2,306,0.534556935753249,1,2,0.443195956760586,17,23,803,754,81464,24848,0.711769019176768,5,0.211403561721968,828.5527048316,0.285416080542949,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
90167,673,27,72,0,606,0.440010018622321,0,1,0.178875140214239,22,1,520,1061,122540,26881,0.750238845884537,5,0.202085458263056,843.93337885408,0.192966390655661,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
51070,624,10,36,3,650,0.656946693248063,7,0,0.489903885500985,24,20,3399,1146,114154,15272,0.833156140775732,7,0.18701622804355,389.511944251964,0.244255792657599,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
34870,651,23,36,1,234,0.467537394024856,2,4,0.425051986603055,24,23,1132,2663,104722,73695,0.621683052064602,9,0.179734413295513,610.135982918607,0.290497040293183,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
34301,574,18,12,2,410,0.224736066970506,3,2,0.208814016843594,23,3,774,1383,37830,8571,0.787403721392952,3,0.187275634779822,1713.07526791815,0.742745203201592,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
29364,572,26,48,0,437,0.424799912972031,1,3,0.35498051959613,21,8,2648,2906,9492,4379,0.684224068972121,5,0.196803916379382,380.372433846064,0.33403041840869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44406,631,31,48,4,336,0.433820941628629,0,1,0.0906261739365572,34,20,8928,794,55760,16044,0.906526441671061,6,0.242003064799734,958.415831259506,0.349794846982707,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
24674,628,5,72,4,391,0.727101036591794,1,1,0.533167546052358,25,19,717,336,92410,15420,0.653823750105132,2,0.250796456260637,1163.12660091079,0.755836881370246,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
54934,516,11,60,0,448,0.454028091007573,2,0,0.2188400643688,22,16,11544,209,90085,5896,0.791069875841701,8,0.285837219415104,677.295073622838,0.245813901836277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46163,520,12,60,0,203,0.434715352211967,2,1,0.250920973942851,16,11,7476,3920,70392,33677,0.772139072540411,3,0.266533070689819,924.98746455083,0.293218585763706,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
61131,588,11,84,1,635,0.200154401917524,3,2,0.338875883071303,21,16,1895,245,184119,22598,0.611619863352365,7,0.266151950685408,573.160326254925,0.23716156966284,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
36665,467,7,60,2,353,0.289904582829541,6,1,0.250431869199994,17,27,1968,211,25206,40820,0.96369804618103,7,0.2387056,771.322081305674,0.367976680094589,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
53637,522,17,36,0,284,0.540886094777645,2,0,0.549841259653733,29,25,1467,507,25789,68001,0.882781221006297,3,0.24052934889381,718.94105469099,0.224384150051119,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
104708,634,8,108,1,378,0.478636781484348,4,1,0.174915377641852,22,23,11396,420,23113,40321,0.842838549819963,5,0.254982748127264,723.77309549093,0.126268070690789,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67682,493,23,48,0,513,0.415044492939309,1,0,0.0714385983199406,22,9,5354,1095,48596,33456,0.723402689571607,5,0.248996350540905,244.882492658459,0.13437235767119,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53703,438,9,48,5,327,0.296198342148298,1,1,0.682941183574352,24,1,1662,1934,32777,5841,0.804115443746391,6,0.313349776860949,474.546716437135,0.179106578724571,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17629,588,22,36,2,409,0.131191922014542,3,1,0.083326663580021,34,20,4810,924,28853,68901,0.480080824444545,9,0.202257934433375,373.271934149424,0.532489829814118,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
29314,579,28,48,0,155,0.310225568087387,5,2,0.537558242795162,19,2,2192,431,42055,84833,0.799014776608133,2,0.208716745038945,1247.17679241596,0.573996094323241,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
97877,555,6,120,1,625,0.35607067298805,4,1,0.358542484704836,25,10,2879,966,141367,53433,0.816180206939852,6,0.271530958144646,500.667410920299,0.138010042512987,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
50821,592,31,84,2,205,0.365528598905887,3,1,0.287655494900578,22,21,1959,546,2505,6436,0.87378303321443,5,0.225245847226091,821.520322809013,0.24238491713481,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21842,594,18,72,0,387,0.346294576255731,2,1,0.413174283247993,25,16,11950,488,42506,55919,0.715136405895623,4,0.257509326043783,690.502150964198,0.59197993826437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25329,588,22,48,2,677,0.248853253080382,4,0,0.129303997211166,22,9,3114,1544,44821,53371,0.778161572096268,3,0.187930364697661,661.569092055279,0.634167519628227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33843,577,36,36,2,308,0.126947756054645,5,1,0.267810831400996,20,17,1902,1012,63802,46654,0.954198044525917,5,0.19138368036521,1153.89470211763,0.518356423053854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38777,567,6,60,3,518,0.108793747683708,1,0,0.361502629811025,23,19,1368,1449,187403,33944,0.852026313603383,3,0.196806404499326,332.719519655098,0.263265189051788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31165,575,2,72,0,293,0.39563143554797,3,1,0.591115403617172,24,29,6634,804,21273,58840,0.909189587665092,3,0.236134837151249,492.68218810514,0.302524827763892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36673,606,18,96,2,315,0.225782839257346,4,0,0.190539429250786,21,3,2428,820,84749,30737,0.9353054079173,2,0.245437850692464,313.209366142054,0.205560286687881,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
44828,536,3,60,0,449,0.222230716794122,2,0,0.522672521854775,14,12,483,1817,117777,31465,0.930461846566873,3,0.287195915728709,1131.39171368025,0.423054799771639,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39966,577,12,48,3,394,0.0739052366995951,2,0,0.272463089665406,18,24,663,318,90209,79472,0.817233684064453,6,0.187235156405395,499.576660253298,0.268301053971866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
77214,587,23,48,2,599,0.139273714078232,3,0,0.433705317453704,22,21,4867,730,87344,4242,0.821999212038235,7,0.22447661671349,1490.80305946072,0.32478095570141,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25643,655,27,72,2,323,0.369198656905659,3,1,0.3433682839199,23,20,3933,243,35109,30265,0.852547194455142,2,0.210106870230259,589.971546469272,0.427237786438064,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43750,560,25,60,1,250,0.147408005046079,3,0,0.420062710115183,16,14,2022,421,53547,24284,0.737747992179875,10,0.280938695712681,677.375791033806,0.254365931254987,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
